"iid","pid","gender","age","date_like","other_like","date_want","other_want","match","self_attr","self_sinc","self_intel","self_fun","self_amb","other_attr","other_sinc","other_intel","other_fun","other_amb","other_shar","date_attr","date_sinc","date_intel","date_fun","date_amb","date_shar","self_imp_attr","self_imp_sinc","self_imp_intel","self_imp_fun","self_imp_amb","self_imp_shar","other_imp_attr","other_imp_sinc","other_imp_intel","other_imp_fun","other_imp_amb","other_imp_shar"
172,148,"male",27,6,9,1,0,0,5,6,8,9,9,7,8,8,10,10,7,7,4,6,9,8,4,17.78,17.78,22.22,20,15.56,6.67,15.09,16.98,16.98,18.87,18.87,13.21
172,149,"male",27,6,7,1,1,1,5,6,8,9,9,7,7,7,6,6,6,6,4,7,5,6,7,17.78,17.78,22.22,20,15.56,6.67,8.51,19.15,19.15,19.15,19.15,14.89
172,150,"male",27,3,7,0,0,0,5,6,8,9,9,6,7,8,7,8,NA,4,6,8,4,6,3,17.78,17.78,22.22,20,15.56,6.67,12,20,20,20,14,14
172,151,"male",27,6,7,1,0,0,5,6,8,9,9,7,8,7,6,7,8,8,7,8,6,8,6,17.78,17.78,22.22,20,15.56,6.67,14.55,16.36,18.18,18.18,16.36,16.36
172,152,"male",27,6,7,1,0,0,5,6,8,9,9,6,8,7,8,9,NA,7,8,8,4,6,3,17.78,17.78,22.22,20,15.56,6.67,14,20,20,14,18,14
172,153,"male",27,4,6,0,1,0,5,6,8,9,9,6,5,6,6,7,NA,4,6,8,2,NA,1,17.78,17.78,22.22,20,15.56,6.67,9.76,19.51,19.51,14.63,19.51,17.07
172,154,"male",27,6,8,1,1,1,5,6,8,9,9,9,10,10,10,10,8,7,8,8,5,6,6,17.78,17.78,22.22,20,15.56,6.67,15.38,17.31,17.31,17.31,17.31,15.38
172,155,"male",27,5,6,0,0,0,5,6,8,9,9,5,8,8,6,7,7,5,6,6,4,5,5,17.78,17.78,22.22,20,15.56,6.67,15.09,18.87,18.87,16.98,16.98,13.21
172,156,"male",27,7,8,1,1,1,5,6,8,9,9,5,9,10,8,10,7,6,8,7,7,8,7,17.78,17.78,22.22,20,15.56,6.67,14,18,16,18,18,16
172,157,"male",27,8,6,1,0,0,5,6,8,9,9,7,7,7,8,7,7,8,5,7,8,9,6,17.78,17.78,22.22,20,15.56,6.67,14.29,16.33,16.33,18.37,18.37,16.33
173,142,"male",22,7,8,1,1,1,7,9,9,9,9,6,4,8,9,9,9,8,7,7,7,5,5,18.37,18.37,20.41,20.41,16.33,6.12,14.29,14.29,21.43,21.43,19.05,9.52
173,143,"male",22,3,7,0,0,0,7,9,9,9,9,7,5,8,9,8,NA,4,6,5,4,5,5,18.37,18.37,20.41,20.41,16.33,6.12,8.33,20.83,20.83,14.58,16.67,18.75
173,144,"male",22,4,6,0,0,0,7,9,9,9,9,6,7,8,6,7,6,5,7,6,6,6,5,18.37,18.37,20.41,20.41,16.33,6.12,16,16,16,18,18,16
173,145,"male",22,4,10,0,1,0,7,9,9,9,9,8,10,10,10,10,10,4,6,6,5,5,5,18.37,18.37,20.41,20.41,16.33,6.12,11.36,18.18,22.73,18.18,11.36,18.18
173,146,"male",22,4,5,0,0,0,7,9,9,9,9,6,8,8,8,NA,NA,5,6,5,5,5,4,18.37,18.37,20.41,20.41,16.33,6.12,18.18,18.18,18.18,18.18,13.64,13.64
173,147,"male",22,4,6,0,0,0,7,9,9,9,9,6,8,8,8,4,5,5,7,5,6,6,4,18.37,18.37,20.41,20.41,16.33,6.12,18,18,20,18,16,10
173,148,"male",22,5,7,0,0,0,7,9,9,9,9,7,9,9,5,8,2,5,8,5,7,6,5,18.37,18.37,20.41,20.41,16.33,6.12,15.09,16.98,16.98,18.87,18.87,13.21
173,149,"male",22,8,6,1,1,1,7,9,9,9,9,5,8,8,7,4,NA,8,8,8,8,7,8,18.37,18.37,20.41,20.41,16.33,6.12,8.51,19.15,19.15,19.15,19.15,14.89
173,150,"male",22,6,8,1,0,0,7,9,9,9,9,6,8,8,8,8,NA,7,7,7,7,7,5,18.37,18.37,20.41,20.41,16.33,6.12,12,20,20,20,14,14
173,151,"male",22,8,9,1,1,1,7,9,9,9,9,8,7,8,9,6,10,9,8,7,8,7,7,18.37,18.37,20.41,20.41,16.33,6.12,14.55,16.36,18.18,18.18,16.36,16.36
173,152,"male",22,5,7,0,0,0,7,9,9,9,9,5,8,8,6,7,7,5,5,5,5,5,5,18.37,18.37,20.41,20.41,16.33,6.12,14,20,20,14,18,14
173,153,"male",22,5,5,0,0,0,7,9,9,9,9,5,5,6,6,NA,NA,5,5,5,5,5,5,18.37,18.37,20.41,20.41,16.33,6.12,9.76,19.51,19.51,14.63,19.51,17.07
173,154,"male",22,7,8,1,1,1,7,9,9,9,9,9,9,10,9,9,7,6,7,6,7,6,6,18.37,18.37,20.41,20.41,16.33,6.12,15.38,17.31,17.31,17.31,17.31,15.38
173,155,"male",22,6,5,1,0,0,7,9,9,9,9,3,8,8,4,8,6,6,7,7,8,7,5,18.37,18.37,20.41,20.41,16.33,6.12,15.09,18.87,18.87,16.98,16.98,13.21
173,156,"male",22,6,8,1,1,1,7,9,9,9,9,6,9,10,9,9,7,7,7,7,7,7,6,18.37,18.37,20.41,20.41,16.33,6.12,14,18,16,18,18,16
173,157,"male",22,7,3,1,0,0,7,9,9,9,9,5,6,5,6,5,6,7,8,8,8,8,7,18.37,18.37,20.41,20.41,16.33,6.12,14.29,16.33,16.33,18.37,18.37,16.33
174,184,"female",29,6,7,1,1,1,9,10,8,8,6,8,10,10,8,6,7,5,6,6,6,6,6,9.52,23.81,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67
174,185,"female",29,5,7,0,0,0,9,10,8,8,6,6,6,7,6,5,8,5,5,5,5,5,NA,9.52,23.81,16.67,16.67,16.67,16.67,16.98,15.09,16.98,16.98,18.87,15.09
174,186,"female",29,6,5,1,0,0,9,10,8,8,6,4,6,6,NA,5,NA,5,5,6,6,6,6,9.52,23.81,16.67,16.67,16.67,16.67,19.44,19.44,22.22,16.67,11.11,11.11
174,187,"female",29,7,5,1,1,1,9,10,8,8,6,6,8,NA,NA,NA,10,5,5,5,5,5,7,9.52,23.81,16.67,16.67,16.67,16.67,16.98,16.98,18.87,16.98,13.21,16.98
174,188,"female",29,7,2,1,0,0,9,10,8,8,6,4,5,5,5,5,5,5,5,5,5,5,5,9.52,23.81,16.67,16.67,16.67,16.67,15.56,11.11,22.22,15.56,20,15.56
174,189,"female",29,7,5,1,0,0,9,10,8,8,6,5,8,7,5,5,4,5,5,5,5,5,5,9.52,23.81,16.67,16.67,16.67,16.67,16.98,16.98,16.98,16.98,16.98,15.09
174,190,"female",29,6,4,1,0,0,9,10,8,8,6,5,8,8,8,4,NA,5,5,6,6,6,6,9.52,23.81,16.67,16.67,16.67,16.67,15.56,20,20,20,13.33,11.11
174,191,"female",29,6,5,1,0,0,9,10,8,8,6,5,8,7,6,6,8,5,6,5,7,7,6,9.52,23.81,16.67,16.67,16.67,16.67,20.45,20.45,20.45,18.18,18.18,2.27
174,192,"female",29,7,4,1,0,0,9,10,8,8,6,3,8,8,4,6,3,6,5,6,7,7,7,9.52,23.81,16.67,16.67,16.67,16.67,19.57,19.57,15.22,17.39,15.22,13.04
174,193,"female",29,7,7,1,0,0,9,10,8,8,6,3,9,7,5,6,6,6,5,6,7,7,7,9.52,23.81,16.67,16.67,16.67,16.67,20.93,16.28,23.26,16.28,11.63,11.63
175,184,"female",23,6,5,1,0,0,7,10,8,8,9,7,10,10,7,10,8,7,7,7,7,7,7,12.24,20.41,16.33,14.29,20.41,16.33,16.67,16.67,16.67,16.67,16.67,16.67
175,185,"female",23,2,2,0,0,0,7,10,8,8,9,3,8,8,4,7,6,2,7,7,5,7,2,12.24,20.41,16.33,14.29,20.41,16.33,16.98,15.09,16.98,16.98,18.87,15.09
175,186,"female",23,4,6,0,1,0,7,10,8,8,9,7,6,6,6,5,7,2,8,8,7,8,6,12.24,20.41,16.33,14.29,20.41,16.33,19.44,19.44,22.22,16.67,11.11,11.11
175,187,"female",23,4,3,0,0,0,7,10,8,8,9,6,NA,10,5,NA,NA,4,6,7,7,6,7,12.24,20.41,16.33,14.29,20.41,16.33,16.98,16.98,18.87,16.98,13.21,16.98
175,188,"female",23,5,4,1,1,1,7,10,8,8,9,6,5,6,5,5,5,4,7,7,7,7,7,12.24,20.41,16.33,14.29,20.41,16.33,15.56,11.11,22.22,15.56,20,15.56
175,189,"female",23,7,6,1,0,0,7,10,8,8,9,6,6,5,5,4,5,4,7,7,6,6,7,12.24,20.41,16.33,14.29,20.41,16.33,16.98,16.98,16.98,16.98,16.98,15.09
175,190,"female",23,7,7,1,1,1,7,10,8,8,9,9,8,8,9,8,10,7,8,7,7,5,7,12.24,20.41,16.33,14.29,20.41,16.33,15.56,20,20,20,13.33,11.11
175,191,"female",23,8,5,1,0,0,7,10,8,8,9,5,9,8,7,8,8,1,7,8,8,8,8,12.24,20.41,16.33,14.29,20.41,16.33,20.45,20.45,20.45,18.18,18.18,2.27
175,192,"female",23,7,6,0,0,0,7,10,8,8,9,4,8,7,6,4,5,1,5,7,8,7,8,12.24,20.41,16.33,14.29,20.41,16.33,19.57,19.57,15.22,17.39,15.22,13.04
175,193,"female",23,4,8,1,1,1,7,10,8,8,9,5,8,8,6,8,9,4,6,7,6,7,7,12.24,20.41,16.33,14.29,20.41,16.33,20.93,16.28,23.26,16.28,11.63,11.63
176,184,"female",28,6,9,1,1,1,6,9,8,7,6,10,10,10,7,10,6,7,7,8,6,7,5,13.04,21.74,19.57,17.39,15.22,13.04,16.67,16.67,16.67,16.67,16.67,16.67
176,185,"female",28,6,2,0,0,0,6,9,8,7,6,3,8,8,4,7,6,6,5,6,6,7,4,13.04,21.74,19.57,17.39,15.22,13.04,16.98,15.09,16.98,16.98,18.87,15.09
176,186,"female",28,7,7,1,1,1,6,9,8,7,6,8,7,7,6,7,8,7,8,7,6,5,6,13.04,21.74,19.57,17.39,15.22,13.04,19.44,19.44,22.22,16.67,11.11,11.11
176,187,"female",28,2,NA,0,0,0,6,9,8,7,6,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,13.04,21.74,19.57,17.39,15.22,13.04,16.98,16.98,18.87,16.98,13.21,16.98
176,188,"female",28,4,4,0,0,0,6,9,8,7,6,6,5,7,5,5,7,7,5,6,8,6,4,13.04,21.74,19.57,17.39,15.22,13.04,15.56,11.11,22.22,15.56,20,15.56
176,189,"female",28,5,7,0,0,0,6,9,8,7,6,8,8,5,6,4,5,6,7,7,5,5,3,13.04,21.74,19.57,17.39,15.22,13.04,16.98,16.98,16.98,16.98,16.98,15.09
176,190,"female",28,7,7,0,1,0,6,9,8,7,6,9,NA,8,7,9,3,8,7,6,8,6,2,13.04,21.74,19.57,17.39,15.22,13.04,15.56,20,20,20,13.33,11.11
176,191,"female",28,5,6,1,1,1,6,9,8,7,6,7,8,7,7,8,7,8,6,7,8,7,6,13.04,21.74,19.57,17.39,15.22,13.04,20.45,20.45,20.45,18.18,18.18,2.27
176,192,"female",28,7,5,1,0,0,6,9,8,7,6,7,8,9,3,9,3,8,7,9,6,7,7,13.04,21.74,19.57,17.39,15.22,13.04,19.57,19.57,15.22,17.39,15.22,13.04
176,193,"female",28,7,5,1,0,0,6,9,8,7,6,6,9,9,3,9,6,7,8,8,6,7,6,13.04,21.74,19.57,17.39,15.22,13.04,20.93,16.28,23.26,16.28,11.63,11.63
177,184,"female",22,6,9,1,0,0,9,9,9,8,9,8,10,10,10,10,10,5,7,7,5,6,5,15.09,16.98,16.98,16.98,18.87,15.09,16.67,16.67,16.67,16.67,16.67,16.67
177,185,"female",22,2,6,0,0,0,9,9,9,8,9,2,9,9,8,9,5,2,3,3,3,5,2,15.09,16.98,16.98,16.98,18.87,15.09,16.98,15.09,16.98,16.98,18.87,15.09
177,186,"female",22,3,4,0,0,0,9,9,9,8,9,5,5,7,8,5,2,2,6,7,2,4,2,15.09,16.98,16.98,16.98,18.87,15.09,19.44,19.44,22.22,16.67,11.11,11.11
177,187,"female",22,4,5,0,0,0,9,9,9,8,9,4,NA,NA,NA,NA,NA,4,6,7,5,NA,4,15.09,16.98,16.98,16.98,18.87,15.09,16.98,16.98,18.87,16.98,13.21,16.98
177,188,"female",22,3,2,0,0,0,9,9,9,8,9,3,4,5,5,5,5,1,6,6,3,4,2,15.09,16.98,16.98,16.98,18.87,15.09,15.56,11.11,22.22,15.56,20,15.56
177,189,"female",22,5,5,0,0,0,9,9,9,8,9,5,6,6,5,9,5,4,6,6,3,5,4,15.09,16.98,16.98,16.98,18.87,15.09,16.98,16.98,16.98,16.98,16.98,15.09
177,190,"female",22,7,4,1,0,0,9,9,9,8,9,5,NA,5,8,5,NA,6,7,7,8,8,3,15.09,16.98,16.98,16.98,18.87,15.09,15.56,20,20,20,13.33,11.11
177,191,"female",22,7,5,1,0,0,9,9,9,8,9,5,7,7,6,6,6,7,7,7,6,8,7,15.09,16.98,16.98,16.98,18.87,15.09,20.45,20.45,20.45,18.18,18.18,2.27
177,192,"female",22,7,6,1,0,0,9,9,9,8,9,6,8,6,7,9,4,7,7,8,8,8,7,15.09,16.98,16.98,16.98,18.87,15.09,19.57,19.57,15.22,17.39,15.22,13.04
177,193,"female",22,6,8,0,0,0,9,9,9,8,9,6,8,8,6,8,7,5,7,7,6,7,5,15.09,16.98,16.98,16.98,18.87,15.09,20.93,16.28,23.26,16.28,11.63,11.63
178,184,"female",35,7,8,0,1,0,9,9,8,7,7,8,10,10,8,9,7,5,7,7,5,NA,4,15.22,17.39,17.39,17.39,15.22,17.39,16.67,16.67,16.67,16.67,16.67,16.67
178,185,"female",35,5,7,1,0,0,9,9,8,7,7,3,7,7,6,8,9,7,7,7,6,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,16.98,15.09,16.98,16.98,18.87,15.09
178,186,"female",35,6,3,1,1,1,9,9,8,7,7,5,6,6,2,NA,5,5,7,7,5,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,19.44,19.44,22.22,16.67,11.11,11.11
178,187,"female",35,4,NA,0,0,0,9,9,8,7,7,NA,NA,NA,NA,NA,NA,4,7,7,5,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,16.98,16.98,18.87,16.98,13.21,16.98
178,188,"female",35,5,3,0,1,0,9,9,8,7,7,5,5,6,5,5,5,5,6,7,5,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,15.56,11.11,22.22,15.56,20,15.56
178,189,"female",35,6,6,1,0,0,9,9,8,7,7,5,8,8,5,5,6,7,7,7,5,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,16.98,16.98,16.98,16.98,16.98,15.09
178,190,"female",35,6,5,1,0,0,9,9,8,7,7,3,9,8,9,NA,9,7,5,7,7,5,NA,15.22,17.39,17.39,17.39,15.22,17.39,15.56,20,20,20,13.33,11.11
178,191,"female",35,7,6,1,0,0,9,9,8,7,7,5,8,7,7,5,5,8,7,7,7,7,NA,15.22,17.39,17.39,17.39,15.22,17.39,20.45,20.45,20.45,18.18,18.18,2.27
178,192,"female",35,5,5,0,0,0,9,9,8,7,7,4,7,6,6,6,4,6,6,7,5,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,19.57,19.57,15.22,17.39,15.22,13.04
178,193,"female",35,8,8,1,0,0,9,9,8,7,7,3,9,9,6,10,9,7,8,8,NA,NA,NA,15.22,17.39,17.39,17.39,15.22,17.39,20.93,16.28,23.26,16.28,11.63,11.63
179,184,"female",30,2,8,0,1,0,8,10,8,6,10,10,10,10,10,10,5,3,7,6,4,6,7,19.15,21.28,17.02,17.02,12.77,12.77,16.67,16.67,16.67,16.67,16.67,16.67
179,185,"female",30,2,10,0,1,0,8,10,8,6,10,8,8,9,9,9,10,4,6,6,5,6,6,19.15,21.28,17.02,17.02,12.77,12.77,16.98,15.09,16.98,16.98,18.87,15.09
179,186,"female",30,3,6,0,1,0,8,10,8,6,10,7,7,7,8,7,6,4,8,7,6,6,7,19.15,21.28,17.02,17.02,12.77,12.77,19.44,19.44,22.22,16.67,11.11,11.11
179,187,"female",30,3,7,0,1,0,8,10,8,6,10,7,7,7,8,NA,NA,4,8,7,6,6,7,19.15,21.28,17.02,17.02,12.77,12.77,16.98,16.98,18.87,16.98,13.21,16.98
179,188,"female",30,3,3,0,0,0,8,10,8,6,10,7,6,6,6,5,6,4,8,7,6,7,6,19.15,21.28,17.02,17.02,12.77,12.77,15.56,11.11,22.22,15.56,20,15.56
179,189,"female",30,5,8,0,0,0,8,10,8,6,10,7,8,8,8,8,7,4,8,7,5,7,7,19.15,21.28,17.02,17.02,12.77,12.77,16.98,16.98,16.98,16.98,16.98,15.09
179,190,"female",30,7,9,1,1,1,8,10,8,6,10,10,8,10,9,9,5,7,6,7,7,7,7,19.15,21.28,17.02,17.02,12.77,12.77,15.56,20,20,20,13.33,11.11
179,191,"female",30,4,7,0,1,0,8,10,8,6,10,8,8,9,8,8,6,4,7,6,4,6,5,19.15,21.28,17.02,17.02,12.77,12.77,20.45,20.45,20.45,18.18,18.18,2.27
179,192,"female",30,4,7,0,1,0,8,10,8,6,10,7,7,8,8,6,4,6,6,6,6,5,4,19.15,21.28,17.02,17.02,12.77,12.77,19.57,19.57,15.22,17.39,15.22,13.04
179,193,"female",30,5,9,0,1,0,8,10,8,6,10,9,9,9,8,8,8,5,7,7,8,8,7,19.15,21.28,17.02,17.02,12.77,12.77,20.93,16.28,23.26,16.28,11.63,11.63
180,184,"female",24,8,6,1,1,1,9,9,9,10,9,10,9,8,8,9,9,7,8,7,8,7,6,15.38,17.31,17.31,19.23,13.46,17.31,16.67,16.67,16.67,16.67,16.67,16.67
180,185,"female",24,3,9,0,1,0,9,9,9,10,9,9,10,8,8,8,5,4,4,4,3,3,3,15.38,17.31,17.31,19.23,13.46,17.31,16.98,15.09,16.98,16.98,18.87,15.09
180,186,"female",24,7,6,0,1,0,9,9,9,10,9,7,7,NA,NA,NA,NA,6,7,7,5,5,6,15.38,17.31,17.31,19.23,13.46,17.31,19.44,19.44,22.22,16.67,11.11,11.11
180,187,"female",24,5,7,0,1,0,9,9,9,10,9,NA,NA,7,7,NA,NA,5,5,5,5,5,4,15.38,17.31,17.31,19.23,13.46,17.31,16.98,16.98,18.87,16.98,13.21,16.98
180,188,"female",24,7,6,0,1,0,9,9,9,10,9,8,8,5,8,5,8,7,8,8,7,8,5,15.38,17.31,17.31,19.23,13.46,17.31,15.56,11.11,22.22,15.56,20,15.56
180,189,"female",24,6,6,0,0,0,9,9,9,10,9,6,8,8,6,6,5,7,6,7,6,6,5,15.38,17.31,17.31,19.23,13.46,17.31,16.98,16.98,16.98,16.98,16.98,15.09
180,190,"female",24,7,6,0,1,0,9,9,9,10,9,7,5,7,7,NA,NA,8,7,7,8,7,6,15.38,17.31,17.31,19.23,13.46,17.31,15.56,20,20,20,13.33,11.11
180,191,"female",24,7,6,0,1,0,9,9,9,10,9,7,8,7,7,8,7,8,7,8,8,8,7,15.38,17.31,17.31,19.23,13.46,17.31,20.45,20.45,20.45,18.18,18.18,2.27
180,192,"female",24,8,7,1,1,1,9,9,9,10,9,7,7,8,8,6,4,9,8,8,9,8,9,15.38,17.31,17.31,19.23,13.46,17.31,19.57,19.57,15.22,17.39,15.22,13.04
180,193,"female",24,6,8,0,1,0,9,9,9,10,9,7,8,8,6,7,8,7,7,7,8,6,5,15.38,17.31,17.31,19.23,13.46,17.31,20.93,16.28,23.26,16.28,11.63,11.63
181,184,"female",22,7,9,1,0,0,9,9,9,9,9,10,10,10,8,10,9,8,9,8,9,10,7,15.38,19.23,19.23,17.31,17.31,11.54,16.67,16.67,16.67,16.67,16.67,16.67
181,185,"female",22,6,9,1,1,1,9,9,9,9,9,9,10,8,8,8,5,6,8,9,6,10,6,15.38,19.23,19.23,17.31,17.31,11.54,16.98,15.09,16.98,16.98,18.87,15.09
181,186,"female",22,7,5,1,1,1,9,9,9,9,9,6,8,8,NA,8,NA,8,8,9,7,9,7,15.38,19.23,19.23,17.31,17.31,11.54,19.44,19.44,22.22,16.67,11.11,11.11
181,187,"female",22,4,NA,0,0,0,9,9,9,9,9,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,15.38,19.23,19.23,17.31,17.31,11.54,16.98,16.98,18.87,16.98,13.21,16.98
181,188,"female",22,4,3,0,1,0,9,9,9,9,9,6,7,5,6,2,5,4,4,4,4,4,4,15.38,19.23,19.23,17.31,17.31,11.54,15.56,11.11,22.22,15.56,20,15.56
181,189,"female",22,4,6,1,0,0,9,9,9,9,9,6,7,7,6,7,6,5,10,8,8,9,4,15.38,19.23,19.23,17.31,17.31,11.54,16.98,16.98,16.98,16.98,16.98,15.09
181,190,"female",22,4,7,1,1,1,9,9,9,9,9,6,9,NA,9,NA,NA,5,5,6,10,5,4,15.38,19.23,19.23,17.31,17.31,11.54,15.56,20,20,20,13.33,11.11
181,191,"female",22,6,7,1,1,1,9,9,9,9,9,8,8,8,8,8,5,8,9,8,8,8,4,15.38,19.23,19.23,17.31,17.31,11.54,20.45,20.45,20.45,18.18,18.18,2.27
181,192,"female",22,6,3,0,0,0,9,9,9,9,9,7,7,6,5,6,3,6,4,4,9,5,9,15.38,19.23,19.23,17.31,17.31,11.54,19.57,19.57,15.22,17.39,15.22,13.04
181,193,"female",22,8,8,1,1,1,9,9,9,9,9,8,10,8,6,9,9,8,8,9,8,9,9,15.38,19.23,19.23,17.31,17.31,11.54,20.93,16.28,23.26,16.28,11.63,11.63
182,184,"female",22,8,7,1,0,0,8,8,8,8,10,8,10,10,8,9,6,7,8,8,8,9,8,16.07,17.86,17.86,17.86,17.86,12.5,16.67,16.67,16.67,16.67,16.67,16.67
182,185,"female",22,6,9,0,1,0,8,8,8,8,10,6,8,9,9,9,5,7,7,8,9,8,8,16.07,17.86,17.86,17.86,17.86,12.5,16.98,15.09,16.98,16.98,18.87,15.09
182,186,"female",22,8,4,0,0,0,8,8,8,8,10,5,7,6,5,5,NA,6,8,10,9,10,8,16.07,17.86,17.86,17.86,17.86,12.5,19.44,19.44,22.22,16.67,11.11,11.11
182,187,"female",22,9,5,0,0,0,8,8,8,8,10,NA,NA,NA,NA,NA,NA,6,8,9,8,9,9,16.07,17.86,17.86,17.86,17.86,12.5,16.98,16.98,18.87,16.98,13.21,16.98
182,188,"female",22,10,2,0,0,0,8,8,8,8,10,5,7,7,6,7,5,1,7,8,9,10,9,16.07,17.86,17.86,17.86,17.86,12.5,15.56,11.11,22.22,15.56,20,15.56
182,189,"female",22,6,6,0,0,0,8,8,8,8,10,5,7,6,6,7,5,6,8,8,8,9,8,16.07,17.86,17.86,17.86,17.86,12.5,16.98,16.98,16.98,16.98,16.98,15.09
182,190,"female",22,8,6,0,1,0,8,8,8,8,10,7,5,7,7,NA,NA,7,8,9,9,9,8,16.07,17.86,17.86,17.86,17.86,12.5,15.56,20,20,20,13.33,11.11
182,191,"female",22,9,6,1,0,0,8,8,8,8,10,5,7,7,7,8,5,9,9,9,9,9,8,16.07,17.86,17.86,17.86,17.86,12.5,20.45,20.45,20.45,18.18,18.18,2.27
182,192,"female",22,9,5,1,0,0,8,8,8,8,10,3,8,7,6,7,3,8,9,9,9,9,8,16.07,17.86,17.86,17.86,17.86,12.5,19.57,19.57,15.22,17.39,15.22,13.04
182,193,"female",22,8,8,0,0,0,8,8,8,8,10,3,9,7,6,8,6,5,8,9,9,9,6,16.07,17.86,17.86,17.86,17.86,12.5,20.93,16.28,23.26,16.28,11.63,11.63
183,184,"female",24,7,10,1,1,1,9,7,9,9,7,10,10,10,10,10,10,8,9,9,7,6,9,20,22.5,17.5,22.5,10,7.5,16.67,16.67,16.67,16.67,16.67,16.67
183,185,"female",24,7,6,0,0,0,9,7,9,9,7,6,6,6,7,6,10,7,6,7,6,6,7,20,22.5,17.5,22.5,10,7.5,16.98,15.09,16.98,16.98,18.87,15.09
183,186,"female",24,8,4,0,0,0,9,7,9,9,7,7,7,6,6,5,3,8,8,8,7,6,5,20,22.5,17.5,22.5,10,7.5,19.44,19.44,22.22,16.67,11.11,11.11
183,187,"female",24,6,1,0,0,0,9,7,9,9,7,4,NA,NA,1,NA,1,6,6,6,6,6,6,20,22.5,17.5,22.5,10,7.5,16.98,16.98,18.87,16.98,13.21,16.98
183,188,"female",24,5,3,0,0,0,9,7,9,9,7,4,5,5,5,5,5,6,7,7,7,7,6,20,22.5,17.5,22.5,10,7.5,15.56,11.11,22.22,15.56,20,15.56
183,189,"female",24,5,7,0,0,0,9,7,9,9,7,6,8,7,7,7,6,6,8,8,7,6,9,20,22.5,17.5,22.5,10,7.5,16.98,16.98,16.98,16.98,16.98,15.09
183,190,"female",24,9,6,0,1,0,9,7,9,9,7,8,3,8,8,4,1,7,7,7,9,9,9,20,22.5,17.5,22.5,10,7.5,15.56,20,20,20,13.33,11.11
183,191,"female",24,7,5,1,0,0,9,7,9,9,7,5,7,7,6,6,6,7,7,7,7,7,7,20,22.5,17.5,22.5,10,7.5,20.45,20.45,20.45,18.18,18.18,2.27
183,192,"female",24,8,6,1,0,0,9,7,9,9,7,5,7,6,5,5,6,8,8,8,8,8,8,20,22.5,17.5,22.5,10,7.5,19.57,19.57,15.22,17.39,15.22,13.04
183,193,"female",24,8,7,0,0,0,9,7,9,9,7,6,8,7,7,6,6,7,8,7,6,6,6,20,22.5,17.5,22.5,10,7.5,20.93,16.28,23.26,16.28,11.63,11.63
184,174,"male",34,7,6,1,1,1,6,10,9,7,5,5,6,6,6,6,6,8,10,10,8,6,7,16.67,16.67,16.67,16.67,16.67,16.67,9.52,23.81,16.67,16.67,16.67,16.67
184,175,"male",34,5,6,0,1,0,6,10,9,7,5,7,7,7,7,7,7,7,10,10,7,10,8,16.67,16.67,16.67,16.67,16.67,16.67,12.24,20.41,16.33,14.29,20.41,16.33
184,176,"male",34,9,6,1,1,1,6,10,9,7,5,7,7,8,6,7,5,10,10,10,7,10,6,16.67,16.67,16.67,16.67,16.67,16.67,13.04,21.74,19.57,17.39,15.22,13.04
184,177,"male",34,9,6,0,1,0,6,10,9,7,5,5,7,7,5,6,5,8,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,15.09,16.98,16.98,16.98,18.87,15.09
184,178,"male",34,8,7,1,0,0,6,10,9,7,5,5,7,7,5,NA,4,8,10,10,8,9,7,16.67,16.67,16.67,16.67,16.67,16.67,15.22,17.39,17.39,17.39,15.22,17.39
184,179,"male",34,8,2,1,0,0,6,10,9,7,5,3,7,6,4,6,7,10,10,10,10,10,5,16.67,16.67,16.67,16.67,16.67,16.67,19.15,21.28,17.02,17.02,12.77,12.77
184,180,"male",34,6,8,1,1,1,6,10,9,7,5,7,8,7,8,7,6,10,9,8,8,9,9,16.67,16.67,16.67,16.67,16.67,16.67,15.38,17.31,17.31,19.23,13.46,17.31
184,181,"male",34,9,7,0,1,0,6,10,9,7,5,8,9,8,9,10,7,10,10,10,8,10,9,16.67,16.67,16.67,16.67,16.67,16.67,15.38,19.23,19.23,17.31,17.31,11.54
184,182,"male",34,7,8,0,1,0,6,10,9,7,5,7,8,8,8,9,8,8,10,10,8,9,6,16.67,16.67,16.67,16.67,16.67,16.67,16.07,17.86,17.86,17.86,17.86,12.5
184,183,"male",34,10,7,1,1,1,6,10,9,7,5,8,9,9,7,6,9,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,20,22.5,17.5,22.5,10,7.5
185,174,"male",25,7,5,0,0,0,10,10,8,7,8,5,5,5,5,5,NA,6,6,7,6,5,8,16.98,15.09,16.98,16.98,18.87,15.09,9.52,23.81,16.67,16.67,16.67,16.67
